event_id,host_id,timestamp,src_ip,dst_ip,dst_port,protocol,bytes_out,bytes_in,inter_event_seconds,proc_name,user,country_code,signed_binary,label
EVT-434422737,HOST-133,2025-02-01 21:14:43,10.15.247.42,62.34.37.79,53,dns,23994,37208,32.30890719287276,spotify.exe,user095,RU,1,0
EVT-510771985,HOST-100,2025-02-04 18:37:56,10.100.90.123,175.164.207.40,443,https,873,42110,376.64475126519824,zoom.exe,user049,CA,1,0
EVT-776652870,HOST-068,2025-02-05 20:23:18,10.38.235.154,204.179.162.158,443,https,43433,35645,64.41891534880897,slack.exe,user068,NL,1,0
EVT-485317650,HOST-020,2025-02-02 01:47:54,192.168.191.178,39.205.132.183,43462,tcp,3766,3884,36.931081405302066,powershell.exe,user029,NG,0,1
EVT-329761293,HOST-056,2025-02-06 18:35:42,192.168.162.128,69.39.129.14,443,https,3936,2501,59.07461725043975,word.exe,user183,JP,1,1
EVT-796157627,HOST-106,2025-02-02 08:47:11,10.136.179.254,139.118.37.184,995,tcp,43646,16832,300.93750279740266,slack.exe,user123,UA,1,0
EVT-674438223,HOST-039,2025-02-03 21:18:48,10.173.203.252,88.90.166.146,8443,https,1783,45659,33.58729056875605,spotify.exe,user157,US,1,0
EVT-655160625,HOST-101,2025-02-04 17:19:10,10.236.178.25,13.106.95.189,995,tcp,21721,43097,79.77445227222134,onedrive.exe,user058,FR,1,0
EVT-255272981,HOST-021,2025-02-06 04:09:20,192.168.172.22,15.240.200.161,80,tcp,33679,37954,204.6654077608728,spotify.exe,user146,US,1,0
EVT-767497549,HOST-010,2025-02-02 13:44:46,192.168.96.131,60.143.215.119,443,https,2397,247,60.14229590270449,outlook.exe,user068,TR,0,1
EVT-285062614,HOST-055,2025-02-03 08:25:24,10.55.109.211,217.113.234.85,995,tcp,40896,58984,330.1318937414552,chrome.exe,user091,US,1,0
EVT-211708030,HOST-035,2025-02-06 15:29:10,192.168.153.131,140.231.234.163,53,dns,10886,5076,85.5308197522198,firefox.exe,user133,NL,1,0
EVT-625214902,HOST-131,2025-02-03 07:22:19,10.23.215.56,65.136.195.51,53,dns,13588,33178,335.74418843723686,zoom.exe,user200,FR,0,0
EVT-233823115,HOST-057,2025-02-05 07:31:28,10.8.166.143,22.108.68.140,53,dns,39980,54044,925.62305732428,slack.exe,user114,IN,1,0
EVT-387142386,HOST-063,2025-02-03 18:49:57,192.168.252.240,172.138.70.192,443,https,4153,2483,67.6404795241223,unknown.bin,user145,DE,0,1
EVT-725165143,HOST-061,2025-02-01 09:30:18,10.196.174.43,91.217.240.60,8080,tcp,12519,3581,351.99047136539355,powershell.exe,user121,US,1,0
EVT-679719659,HOST-048,2025-02-04 14:25:53,10.148.104.114,94.115.246.22,80,tcp,24722,7205,263.8046046534155,teams.exe,user086,CA,1,0
EVT-464763211,HOST-138,2025-02-03 12:07:23,10.235.147.163,130.157.70.6,8080,tcp,46450,43356,1020.4700741767297,zoom.exe,user190,FR,1,0
EVT-365412807,HOST-111,2025-02-02 20:30:42,10.52.159.100,59.45.165.141,80,tcp,10321,55150,1106.8496508025596,excel.exe,user195,US,1,0
EVT-822567458,HOST-024,2025-02-07 00:12:56,192.168.221.12,165.3.235.106,443,https,6451,322,53.279418755820586,cscript.exe,user064,CA,0,1
EVT-476351330,HOST-033,2025-02-06 10:04:28,192.168.65.171,77.17.217.167,80,tcp,1845,1035,32.044046326830475,powershell.exe,user182,TR,0,1
EVT-660482858,HOST-013,2025-02-02 22:36:38,10.18.63.189,161.121.239.207,61054,tcp,33660,24795,891.6249596811667,teams.exe,user092,CA,1,0
EVT-324725396,HOST-039,2025-02-04 16:00:33,10.235.51.167,121.183.90.249,8080,tcp,11189,20956,631.2629875397386,excel.exe,user151,FR,1,0
EVT-883599613,HOST-099,2025-02-06 00:54:45,192.168.14.169,42.53.129.82,13317,tcp,14385,54713,1108.428409546155,outlook.exe,user105,US,1,0
EVT-630902145,HOST-141,2025-02-01 08:56:54,10.36.172.167,143.241.153.29,993,tcp,42031,31867,364.2762744620169,onedrive.exe,user156,US,1,0
EVT-719106690,HOST-073,2025-02-01 15:45:30,192.168.246.84,27.38.243.191,80,tcp,14049,14129,1874.924782260933,zoom.exe,user177,US,0,0
EVT-305048475,HOST-013,2025-02-04 18:42:39,10.114.157.5,163.178.251.5,80,tcp,3766,1723,65.53133337722196,cscript.exe,user086,VN,0,1
EVT-225320465,HOST-008,2025-02-07 12:19:46,10.86.15.252,91.60.140.163,8080,tcp,24813,44933,22.921873464785577,teams.exe,user143,US,1,0
EVT-340867046,HOST-063,2025-02-07 11:49:00,192.168.93.52,153.15.218.70,19577,udp,3010,3915,61.9238198510444,wscript.exe,user103,IR,0,1
EVT-303342709,HOST-040,2025-02-04 03:29:24,10.132.231.211,62.182.96.90,80,tcp,18441,25083,1478.8448773845064,outlook.exe,user163,BR,1,0
EVT-764283789,HOST-087,2025-02-05 22:16:29,10.58.13.138,97.132.154.32,49290,tcp,35580,43041,1308.9840728426993,chrome.exe,user039,US,1,0
EVT-888618638,HOST-018,2025-02-04 10:34:58,10.207.156.138,76.160.207.1,995,tcp,40115,18287,12.701879335683666,chrome.exe,user149,CA,1,0
EVT-910255899,HOST-035,2025-02-07 07:59:05,10.183.112.6,64.241.227.50,53,dns,1348,7742,1495.3808266072356,outlook.exe,user121,NG,1,0
EVT-294742677,HOST-084,2025-02-04 23:43:53,10.49.235.252,83.137.27.110,995,tcp,45284,51763,76.36330572085858,rundll32.exe,user092,FR,1,0
EVT-461369144,HOST-043,2025-02-07 05:44:20,10.173.131.135,22.215.18.75,56036,udp,11851,43174,930.3884359691492,meterpreter.exe,user076,IN,1,0
EVT-871942657,HOST-055,2025-02-03 13:03:23,192.168.144.211,95.126.55.100,53,dns,2013,942,35.41271185772259,rundll32.exe,user143,NG,0,1
EVT-768313052,HOST-034,2025-02-07 12:25:14,192.168.184.198,37.89.26.29,58842,tcp,1725,2354,66.61356567826917,powershell.exe,user071,CA,0,1
EVT-166005597,HOST-008,2025-02-06 01:50:52,10.110.210.36,121.99.54.36,60347,udp,13421,42806,170.72694953280657,zoom.exe,user007,DE,1,0
EVT-996750960,HOST-052,2025-02-06 08:58:08,10.214.131.241,30.88.242.190,443,https,44465,1875,295.54777517246225,mshta.exe,user193,GB,1,0
EVT-440262726,HOST-050,2025-02-01 02:27:00,192.168.184.151,12.226.159.208,8443,https,35062,50616,71.84928852128424,onedrive.exe,user091,DE,0,0
EVT-518849452,HOST-135,2025-02-06 15:28:18,192.168.206.48,104.130.24.188,443,https,6531,217,62.425325238743774,chrome.exe,user034,BR,0,1
EVT-308093894,HOST-134,2025-02-02 03:15:01,10.212.134.148,74.238.181.243,8443,https,1092,41584,1103.7717034102986,zoom.exe,user046,IN,0,0
EVT-269517598,HOST-065,2025-02-07 13:16:57,10.239.183.157,197.64.240.186,80,tcp,13586,59483,62.287510028662794,spotify.exe,user169,GB,1,0
EVT-645508432,HOST-044,2025-02-02 07:43:18,10.83.93.166,67.195.214.31,443,https,2477,24211,795.5404096779479,mshta.exe,user068,DE,1,0
EVT-203098327,HOST-063,2025-02-06 18:45:56,10.68.90.82,96.29.219.188,80,tcp,23759,18750,230.24866320609632,onedrive.exe,user058,IN,1,0
EVT-440160793,HOST-092,2025-02-05 10:44:13,10.239.0.239,61.73.230.59,41572,tcp,23110,55676,633.827967860168,firefox.exe,user099,IN,1,0
EVT-914646860,HOST-058,2025-02-03 17:57:05,10.118.171.61,200.8.192.198,80,tcp,49082,27331,781.918320540874,chrome.exe,user006,DE,1,0
EVT-292068453,HOST-114,2025-02-07 05:37:15,192.168.64.125,178.233.224.161,8443,https,11586,55326,29.84005683727957,chrome.exe,user114,IN,1,0
EVT-912520988,HOST-145,2025-02-03 17:13:16,192.168.208.214,47.76.204.216,443,https,5397,2078,,unknown.bin,user009,NG,0,1
EVT-705706455,HOST-061,2025-02-01 10:41:29,192.168.243.20,64.209.174.242,53,dns,4364,2551,,sliver-client.exe,user170,NG,0,1
EVT-707161992,HOST-018,2025-02-01 12:42:19,10.159.224.103,50.108.51.175,443,https,439,3527,88.83799450221619,excel.exe,user088,CA,0,1
EVT-674228338,HOST-019,2025-02-06 23:12:46,10.108.70.122,43.31.234.238,8080,tcp,22287,22359,413.92166198800237,powershell.exe,user045,IN,0,0
EVT-949813542,HOST-131,2025-02-03 16:35:34,192.168.166.197,62.87.22.138,443,https,19602,42703,1215.6465192671214,excel.exe,user093,CA,0,0
EVT-809420711,HOST-063,2025-02-06 17:40:41,192.168.192.201,192.87.70.237,8080,tcp,1548,1852,66.4347685081766,regsvr32.exe,user036,NG,0,1
EVT-708906560,HOST-050,2025-02-01 03:22:05,10.168.129.203,108.130.184.23,995,tcp,21100,45608,89.80209518699145,firefox.exe,user066,IN,1,0
EVT-478735436,HOST-093,2025-02-01 12:52:23,192.168.130.92,92.83.185.112,8080,tcp,2489,345,40.48456241552955,regsvr32.exe,user027,TR,0,1
EVT-103642754,HOST-144,2025-02-07 21:59:54,10.142.112.125,51.173.226.194,28733,tcp,15354,21355,678.6027734515577,outlook.exe,user136,CA,1,0
EVT-434330918,HOST-064,2025-02-02 00:03:44,192.168.78.7,50.186.19.251,80,tcp,5185,2430,68.57790088134303,regsvr32.exe,user199,IR,1,1
EVT-386749696,HOST-048,2025-02-05 19:31:32,10.105.146.209,129.39.201.221,8080,tcp,26019,15671,219.13143291419323,zoom.exe,user099,GB,1,0
EVT-130034580,HOST-130,2025-02-03 10:48:27,10.198.253.78,171.134.32.93,53,dns,19952,17173,991.7169201192212,chrome.exe,user021,CN,1,0
EVT-281938513,HOST-013,2025-02-04 12:00:40,10.100.56.119,129.148.155.160,443,https,36814,32820,,onedrive.exe,user016,JP,0,0
EVT-769182802,HOST-127,2025-02-01 19:15:52,10.107.12.174,150.68.57.23,16932,tcp,17703,19909,1443.1697782923468,spotify.exe,user169,HK,1,0
EVT-608986334,HOST-079,2025-02-02 20:49:29,10.14.14.198,66.197.145.30,443,https,34590,23086,,word.exe,user071,CN,0,0
EVT-673195908,HOST-004,2025-02-06 07:23:31,10.66.149.22,212.59.26.179,80,tcp,26394,20357,570.5386993382067,outlook.exe,user061,US,0,0
EVT-654480135,HOST-035,2025-02-04 17:59:13,10.189.69.195,186.223.8.80,8443,https,17609,37345,47.650751170189366,word.exe,user021,NL,1,0
EVT-345495904,HOST-102,2025-02-04 12:41:01,192.168.118.96,197.117.247.142,8080,tcp,41184,20138,828.3858787999608,cscript.exe,user135,IN,1,0
EVT-191527108,HOST-113,2025-02-07 14:44:08,10.57.243.107,153.93.130.53,993,tcp,36845,36712,1191.7029760361231,outlook.exe,user013,DE,1,0
EVT-944019301,HOST-030,2025-02-03 21:00:30,10.198.19.34,158.170.119.204,995,udp,26319,14084,706.9291752141114,zoom.exe,user184,CA,1,0
EVT-752328552,HOST-099,2025-02-06 15:00:58,192.168.44.183,26.158.100.22,8080,tcp,5246,822,50.73074738013959,mshta.exe,user043,US,0,1
EVT-546508029,HOST-149,2025-02-06 01:47:28,10.106.54.121,45.130.232.158,53,dns,38198,57085,3.9075287145091693,teams.exe,user015,IN,1,0
EVT-776152681,HOST-103,2025-02-04 05:24:17,10.104.117.27,39.175.200.172,9835,udp,38487,281,3.1858876245720107,chrome.exe,user143,RU,1,0
EVT-437094672,HOST-106,2025-02-03 01:12:23,192.168.177.36,113.66.122.209,37050,tcp,7925,3831,51.728153193429854,zoom.exe,user072,VN,0,1
EVT-518508057,HOST-030,2025-02-03 11:29:00,192.168.46.184,136.207.31.65,443,https,2129,2694,26.584594022763937,cmd.exe,user142,CN,0,1
EVT-483482842,HOST-096,2025-02-07 02:25:02,10.120.27.28,36.158.179.88,8080,tcp,11539,11006,144.1003160219988,onedrive.exe,user009,DE,1,0
EVT-881306803,HOST-107,2025-02-03 03:22:58,192.168.21.133,171.54.52.142,443,https,7460,2559,55.92473784944103,rundll32.exe,user175,VN,0,1
EVT-738677146,HOST-017,2025-02-05 13:51:59,10.110.205.178,128.255.82.74,8080,tcp,28786,14855,1162.2366405793045,outlook.exe,user063,JP,1,0
EVT-107472431,HOST-047,2025-02-01 20:55:08,10.65.7.232,137.221.169.188,443,https,19762,35034,1285.7533641837595,spotify.exe,user154,VN,1,0
EVT-613053200,HOST-133,2025-02-03 10:12:46,192.168.160.41,206.45.243.193,80,tcp,41441,15137,1842.6101814843234,teams.exe,user190,US,1,0
EVT-536726825,HOST-150,2025-02-07 12:59:49,10.36.148.76,135.200.56.192,80,tcp,17622,3797,593.5219537753455,outlook.exe,user109,US,1,0
EVT-568069597,HOST-026,2025-02-04 18:41:55,192.168.25.40,11.135.8.127,80,tcp,27229,5079,254.4635066888971,slack.exe,user068,IN,1,0
EVT-418039812,HOST-110,2025-02-06 18:10:17,10.33.141.224,174.197.108.160,63918,udp,1754,2230,40.30089149267202,unknown.bin,user064,NG,0,1
EVT-318503250,HOST-076,2025-02-02 19:35:14,192.168.73.151,197.96.178.46,8443,https,18906,33509,280.27677324411803,spotify.exe,user140,BR,1,0
EVT-547919089,HOST-089,2025-02-06 07:53:05,10.163.131.250,28.62.168.51,995,tcp,27878,39041,736.9412099601395,excel.exe,user002,US,1,0
EVT-805996545,HOST-077,2025-02-07 21:28:36,10.35.35.12,125.55.243.96,53,dns,36351,11323,,excel.exe,user030,DE,1,0
EVT-773252537,HOST-131,2025-02-07 11:25:10,10.245.170.180,111.16.53.53,80,tcp,19325,29185,996.4504946829791,zoom.exe,user132,US,1,0
EVT-498812389,HOST-067,2025-02-04 01:10:53,10.146.204.9,43.224.201.204,80,tcp,48544,39472,132.8729036980964,sliver-client.exe,user006,US,1,0
EVT-744248514,HOST-089,2025-02-05 18:32:32,192.168.0.28,69.80.198.66,8080,tcp,26838,46786,1289.4091826566275,outlook.exe,user059,VN,1,0
EVT-703703959,HOST-101,2025-02-07 06:39:29,10.16.136.110,193.245.211.235,8080,tcp,39334,39425,301.0190099298628,excel.exe,user132,US,1,0
EVT-306358233,HOST-083,2025-02-06 16:41:57,10.48.165.94,94.57.231.105,995,tcp,35234,35781,,spotify.exe,user051,JP,1,0
EVT-873438672,HOST-132,2025-02-07 20:18:26,10.206.0.93,125.89.76.194,80,tcp,40724,37485,2606.356879960782,firefox.exe,user189,US,0,0
EVT-238923868,HOST-036,2025-02-01 05:15:22,10.119.185.18,176.225.79.20,8080,tcp,33772,22429,249.31652723182637,chrome.exe,user198,UA,1,0
EVT-851373943,HOST-143,2025-02-04 18:00:47,192.168.138.139,106.88.115.183,80,tcp,4563,1366,47.05038725579435,wscript.exe,user007,KP,0,1
EVT-588322756,HOST-102,2025-02-06 12:58:53,10.252.78.87,200.194.89.116,993,tcp,38045,17833,641.0410144271772,slack.exe,user036,IN,1,0
EVT-711776682,HOST-145,2025-02-06 02:38:21,192.168.123.253,117.23.34.207,5430,udp,2894,963,,word.exe,user185,VN,0,1
EVT-792050777,HOST-057,2025-02-02 01:47:59,10.97.174.201,220.244.84.46,995,udp,42581,27233,676.6064818642046,firefox.exe,user007,TR,0,0
EVT-999172279,HOST-072,2025-02-05 00:08:14,10.205.164.111,42.158.96.51,53,dns,25113,34641,400.3441448136403,zoom.exe,user099,DE,0,0
EVT-189468901,HOST-007,2025-02-02 03:46:36,10.16.198.195,200.192.194.220,443,https,36982,28541,1375.0223020348553,meterpreter.exe,user193,CA,1,0
EVT-363975196,HOST-139,2025-02-01 15:23:00,10.116.8.147,35.6.2.148,8080,tcp,10374,34124,797.6081449723587,word.exe,user120,JP,0,0
EVT-186188661,HOST-123,2025-02-01 18:44:21,192.168.201.126,184.246.192.143,8080,tcp,6794,1049,61.29429136995139,onedrive.exe,user063,HK,0,1
EVT-845577477,HOST-045,2025-02-07 16:00:22,192.168.9.234,151.127.199.151,443,https,3221,92,65.77217534369751,outlook.exe,user002,UA,1,1
EVT-195695835,HOST-008,2025-02-02 21:42:26,192.168.166.150,130.54.34.91,8080,tcp,2360,2084,47.38259265522502,excel.exe,user080,BR,1,1
EVT-567526978,HOST-105,2025-02-04 04:42:53,10.120.89.123,198.39.243.241,15299,tcp,36710,24215,853.0219452012014,firefox.exe,user111,US,1,0
EVT-193129058,HOST-101,2025-02-02 19:04:16,10.19.16.144,147.22.185.141,443,https,16634,1149,,chrome.exe,user017,UA,1,0
EVT-296633405,HOST-080,2025-02-07 06:12:09,10.18.176.199,158.172.179.4,80,tcp,42804,51132,164.8804538599947,zoom.exe,user108,IN,1,0
EVT-336723201,HOST-024,2025-02-07 05:20:00,10.64.141.189,171.54.196.73,995,tcp,33315,41094,358.0232737056519,chrome.exe,user083,FR,1,0
EVT-998161772,HOST-138,2025-02-05 14:08:30,192.168.170.140,190.237.207.247,17627,tcp,27842,2756,1188.400273232427,slack.exe,user067,FR,1,0
EVT-459686645,HOST-065,2025-02-06 19:12:42,10.56.96.45,60.58.103.124,8080,tcp,49548,4223,810.8851597545579,outlook.exe,user198,DE,1,0
EVT-608422696,HOST-109,2025-02-01 17:40:19,10.187.71.162,190.22.131.185,80,tcp,38969,55594,843.7696489166823,teams.exe,user182,DE,1,0
EVT-892189615,HOST-129,2025-02-07 23:59:31,192.168.159.110,136.218.156.5,443,https,7022,1624,75.87834747715927,rundll32.exe,user141,UA,0,1
EVT-470278591,HOST-083,2025-02-03 22:03:53,192.168.55.237,17.199.49.6,993,tcp,3297,43772,823.5076832748047,word.exe,user120,FR,1,0
EVT-960014582,HOST-015,2025-02-03 19:16:59,10.84.207.231,206.132.15.52,53,dns,13547,42511,449.3855843588008,zoom.exe,user097,IN,1,0
EVT-724024396,HOST-134,2025-02-02 08:54:08,10.223.174.1,175.212.184.132,995,tcp,8875,50481,4595.905955997675,slack.exe,user015,CA,1,0
EVT-640490827,HOST-101,2025-02-07 03:20:46,10.94.255.254,200.185.63.155,993,udp,9149,35890,120.482245884658,word.exe,user063,RU,1,0
EVT-399398985,HOST-135,2025-02-02 04:32:11,10.202.6.229,175.45.76.18,8080,tcp,26155,394,181.85509629615098,teams.exe,user003,CA,1,0
EVT-225053800,HOST-092,2025-02-07 00:07:40,10.212.149.231,84.106.26.233,53,dns,2007,1050,72.75000327007393,meterpreter.exe,user075,CA,1,1
EVT-389366150,HOST-137,2025-02-06 00:08:05,10.110.142.127,85.236.117.154,8080,tcp,32469,19896,615.2789490885375,word.exe,user097,US,1,0
EVT-218064907,HOST-131,2025-02-06 09:41:53,192.168.219.69,69.173.145.90,995,tcp,21375,10368,,mshta.exe,user125,RU,1,0
EVT-776390316,HOST-033,2025-02-01 05:02:36,192.168.108.155,98.158.230.115,8080,tcp,1680,2469,63.467811530963324,zoom.exe,user073,VN,0,1
EVT-592664092,HOST-026,2025-02-06 04:03:50,10.127.239.225,18.45.125.129,443,https,39204,39317,1954.3151666072197,spotify.exe,user052,US,1,0
EVT-772782318,HOST-025,2025-02-07 18:18:41,10.95.61.115,169.136.95.197,443,https,27456,54122,1398.944078853877,spotify.exe,user145,FR,1,0
EVT-837268641,HOST-120,2025-02-03 18:15:00,10.244.218.251,171.42.203.24,993,tcp,2509,6614,706.6936368588614,word.exe,user031,IR,1,0
EVT-961427632,HOST-037,2025-02-04 03:35:13,10.239.133.67,221.171.74.148,8443,https,23331,58527,688.7981678613618,cmd.exe,user026,CA,1,0
EVT-559240319,HOST-068,2025-02-01 18:49:29,10.200.241.217,128.56.2.133,995,tcp,9062,36292,863.4598267011932,word.exe,user142,JP,1,0
EVT-627809928,HOST-119,2025-02-04 10:16:45,10.242.55.17,221.73.8.200,8443,https,24925,34115,326.8686342220498,firefox.exe,user119,DE,1,0
EVT-990882100,HOST-065,2025-02-05 17:08:50,10.249.66.214,55.146.216.92,53,dns,3206,11041,105.96983237300518,slack.exe,user177,NL,0,0
EVT-322243312,HOST-010,2025-02-03 02:18:14,10.196.144.241,111.6.179.94,8080,tcp,10714,37477,317.74888296254016,firefox.exe,user151,NL,1,0
EVT-673197183,HOST-055,2025-02-06 04:32:38,10.152.141.179,177.179.46.206,53,dns,40790,35832,10.64920833416126,firefox.exe,user184,NL,1,0
EVT-183650377,HOST-015,2025-02-01 14:23:00,10.52.38.159,179.113.55.218,8443,https,8491,42119,1714.0125052292815,zoom.exe,user135,IR,1,0
EVT-555576390,HOST-058,2025-02-05 17:15:01,192.168.166.105,175.131.214.210,53,dns,5447,3623,29.854735683346533,unknown.bin,user171,US,0,1
EVT-944222363,HOST-111,2025-02-05 02:49:29,10.49.103.222,110.190.163.221,8443,https,11082,38184,55.904799799061905,chrome.exe,user035,US,1,0
EVT-170740465,HOST-078,2025-02-02 14:35:18,10.47.38.33,26.197.123.27,5030,tcp,46161,5714,44.562729760949104,onedrive.exe,user108,NL,1,0
EVT-178973945,HOST-102,2025-02-03 09:55:07,192.168.130.74,195.235.93.167,80,tcp,1438,1970,78.25545851786032,slack.exe,user192,US,0,1
EVT-131798472,HOST-017,2025-02-02 16:18:33,10.29.178.34,92.46.97.175,80,tcp,33204,28278,2341.2062522618817,firefox.exe,user161,FR,1,0
EVT-477518428,HOST-113,2025-02-05 08:50:39,10.36.8.71,149.110.201.67,80,tcp,39035,7165,1864.1755348036656,onedrive.exe,user082,US,1,0
EVT-238616262,HOST-064,2025-02-05 10:58:50,192.168.235.133,39.24.50.116,8080,tcp,1168,2466,53.621442304892426,wscript.exe,user189,CN,0,1
EVT-616186771,HOST-044,2025-02-04 21:22:09,10.149.156.86,210.67.227.252,48594,tcp,14828,28981,201.58411929438782,chrome.exe,user064,US,1,0
EVT-982504494,HOST-098,2025-02-02 08:35:41,10.11.66.107,65.141.60.36,20471,tcp,20472,14345,,spotify.exe,user005,KP,0,0
EVT-368421387,HOST-021,2025-02-02 12:26:27,10.96.192.59,223.33.60.208,41943,udp,1439,16386,1414.091301740244,chrome.exe,user162,GB,1,0
EVT-164040144,HOST-075,2025-02-06 16:13:43,10.57.215.90,163.114.96.81,53,dns,26306,29887,694.7493503763068,regsvr32.exe,user084,US,1,0
EVT-188647487,HOST-064,2025-02-04 05:33:28,10.77.244.127,81.239.202.217,8443,https,46295,35912,1286.6946596660578,zoom.exe,user007,US,1,0
EVT-523312879,HOST-025,2025-02-04 01:10:56,10.46.202.55,89.18.1.136,28633,tcp,2346,93,45.37809040353578,spotify.exe,user042,NL,0,1
EVT-301181117,HOST-143,2025-02-03 03:45:16,10.173.52.238,219.59.39.3,44625,tcp,2711,2879,25.01908188742693,onedrive.exe,user015,NG,0,1
EVT-176046538,HOST-055,2025-02-07 12:14:38,10.121.41.228,137.72.96.28,995,tcp,23322,32988,523.4017003269456,zoom.exe,svc_antivirus,US,1,0
EVT-819320589,HOST-007,2025-02-02 16:16:25,10.245.53.223,158.233.36.210,53,dns,48252,36419,276.5394385265476,spotify.exe,user173,US,1,0
EVT-334645008,HOST-067,2025-02-06 09:09:47,10.2.224.1,141.188.98.202,8080,tcp,29556,35847,104.29277562290555,slack.exe,user189,FR,0,0
EVT-535628607,HOST-145,2025-02-06 09:18:37,10.199.78.126,61.47.109.56,5510,tcp,20293,20969,1682.317339308679,teams.exe,user037,FR,1,0
EVT-433232064,HOST-101,2025-02-02 16:53:37,192.168.84.202,39.179.158.163,443,https,7098,1833,52.578121762564734,wscript.exe,user163,TR,0,1
EVT-580737485,HOST-096,2025-02-01 02:00:01,10.124.228.89,11.4.83.130,80,tcp,28065,31571,,firefox.exe,user115,DE,1,0
EVT-758419423,HOST-136,2025-02-02 17:59:01,10.179.52.59,97.204.137.14,53,dns,49062,7513,124.59079787531853,teams.exe,user061,JP,1,0
EVT-922498158,HOST-013,2025-02-02 21:10:20,10.112.104.156,156.57.252.179,64395,tcp,692,14544,105.27465861223372,chrome.exe,user136,US,0,0
EVT-221485496,HOST-083,2025-02-06 05:09:29,10.152.75.1,75.182.118.41,443,https,269,8985,1698.2419774455986,outlook.exe,user194,US,1,0
EVT-555954512,HOST-049,2025-02-04 17:13:20,10.232.77.156,58.126.205.105,993,tcp,44521,29435,198.31076681669418,firefox.exe,user094,UA,1,0
EVT-561491297,HOST-102,2025-02-04 00:18:32,10.135.152.115,93.187.70.3,80,tcp,13409,58369,138.40529588074318,slack.exe,user006,US,1,0
EVT-998404399,HOST-128,2025-02-04 07:59:33,10.147.189.174,60.89.227.62,80,tcp,30410,52511,22.105634242763266,cscript.exe,user172,IN,1,0
EVT-494024793,HOST-012,2025-02-07 16:02:52,192.168.67.174,103.135.145.238,8080,tcp,5864,3438,58.68069786697985,cmd.exe,user039,FR,0,1
EVT-633519303,HOST-024,2025-02-07 13:56:51,192.168.9.137,128.232.34.128,80,tcp,3916,2624,36.46394118266588,spotify.exe,user038,NG,1,1
EVT-860791753,HOST-144,2025-02-01 04:18:00,10.44.163.149,69.205.232.184,53,dns,24907,9132,387.3656954494356,zoom.exe,user126,NL,1,0
EVT-861719599,HOST-074,2025-02-06 21:44:04,10.174.140.7,17.139.182.77,80,tcp,34415,54637,427.5295188423043,teams.exe,user163,US,0,0
EVT-576936185,HOST-048,2025-02-03 12:41:22,10.177.168.250,32.236.87.12,53,dns,11997,12381,905.3205728704692,chrome.exe,user161,FR,0,0
EVT-450958091,HOST-023,2025-02-06 06:16:09,10.60.115.20,99.30.154.157,8443,https,9026,7600,374.7175684117471,onedrive.exe,user177,NL,1,0
EVT-370677871,HOST-054,2025-02-07 21:28:01,10.186.198.249,48.179.242.62,993,tcp,49338,47287,169.72618044571584,chrome.exe,user180,NL,1,0
EVT-887470305,HOST-001,2025-02-04 14:21:54,192.168.159.248,181.160.25.28,8443,https,482,50000,1266.729481232065,word.exe,user027,US,1,0
EVT-999632175,HOST-034,2025-02-05 08:50:39,192.168.193.183,46.65.10.126,35942,tcp,9484,23907,112.24876492142381,excel.exe,user062,CA,1,0
EVT-173182278,HOST-028,2025-02-04 00:03:22,192.168.187.190,16.99.203.104,8080,tcp,7917,3392,73.8397950023613,meterpreter.exe,user147,US,0,1
EVT-556170708,HOST-013,2025-02-01 12:33:32,10.158.127.8,142.103.73.30,8443,https,28439,47464,504.55888919881147,word.exe,user080,IN,1,0
EVT-959811473,HOST-146,2025-02-01 06:08:37,192.168.83.241,143.173.218.151,53,dns,6987,1234,53.27912011510536,cscript.exe,user146,IR,0,1
EVT-473620135,HOST-119,2025-02-03 12:31:44,10.158.149.135,154.159.197.114,995,udp,5838,25164,107.91942242935025,outlook.exe,user093,FR,1,0
EVT-675286841,HOST-142,2025-02-06 18:02:24,10.42.162.87,44.201.234.252,51260,tcp,18376,47089,115.29824974700506,sliver-client.exe,user092,US,0,0
EVT-351486566,HOST-037,2025-02-03 09:21:51,10.246.146.171,155.168.194.23,995,tcp,2854,47694,538.6588336626007,chrome.exe,user006,CA,1,0
EVT-118104783,HOST-044,2025-02-04 00:21:35,192.168.134.136,194.252.240.126,8080,tcp,5132,3036,52.31841106388019,firefox.exe,user124,TR,1,1
EVT-385971623,HOST-043,2025-02-04 17:14:47,10.201.87.92,139.212.158.202,53,dns,24419,53733,700.1919510220006,zoom.exe,user176,CA,0,0
EVT-991739845,HOST-084,2025-02-03 05:55:21,192.168.34.82,94.147.27.109,53,dns,5543,3836,,rundll32.exe,user167,VN,0,1
EVT-413037045,HOST-028,2025-02-04 10:18:28,10.61.109.31,113.4.53.54,443,https,40244,26865,153.2114374645606,excel.exe,user069,US,1,0
EVT-651245455,HOST-036,2025-02-05 05:54:52,192.168.225.231,183.93.225.252,31613,tcp,3042,2056,40.70260734282892,mshta.exe,user138,RU,0,1
EVT-225472898,HOST-147,2025-02-06 22:59:45,10.10.183.170,41.32.74.83,53,dns,26589,59182,641.4129225559815,teams.exe,user041,FR,1,0
EVT-291818683,HOST-053,2025-02-06 06:41:42,10.162.193.74,165.111.242.236,443,https,34481,26808,341.8717449068432,firefox.exe,user129,NL,1,0
